ICD_Code,Description,Critical_Illness_Classification
I82629,Acute embolism and thrombosis of deep veins of unspecified upper extremity,NONE
I82701,Chronic embolism and thrombosis of unspecified veins of right upper extremity,NONE
I82702,Chronic embolism and thrombosis of unspecified veins of left upper extremity,NONE
I82711,Chronic embolism and thrombosis of superficial veins of right upper extremity,NONE
I82712,Chronic embolism and thrombosis of superficial veins of left upper extremity,NONE
I82721,Chronic embolism and thrombosis of deep veins of right upper extremity,NONE
I82722,Chronic embolism and thrombosis of deep veins of left upper extremity,NONE
I82723,"Chronic embolism and thrombosis of deep veins of upper extremity, bilateral",NONE
I82729,Chronic embolism and thrombosis of deep veins of unspecified upper extremity,NONE
I82713,"Chronic embolism and thrombosis of superficial veins of upper extremity, bilateral",NONE
I82719,Chronic embolism and thrombosis of superficial veins of unspecified upper extremity,NONE
I82703,"Chronic embolism and thrombosis of unspecified veins of upper extremity, bilateral",STROKE
I82709,Chronic embolism and thrombosis of unspecified veins of unspecified upper extremity,NONE
I82613,"Acute embolism and thrombosis of superficial veins of upper extremity, bilateral",NONE
I82619,Acute embolism and thrombosis of superficial veins of unspecified upper extremity,NONE
I82603,"Acute embolism and thrombosis of unspecified veins of upper extremity, bilateral",NONE
I82609,Acute embolism and thrombosis of unspecified veins of unspecified upper extremity,NONE
I825Z3,"Chronic embolism and thrombosis of unspecified deep veins of distal lower extremity, bilateral",NONE
I82A11,Acute embolism and thrombosis of right axillary vein,NONE
I82A12,Acute embolism and thrombosis of left axillary vein,NONE
I82A13,"Acute embolism and thrombosis of axillary vein, bilateral",NONE
I82A21,Chronic embolism and thrombosis of right axillary vein,NONE
I82A22,Chronic embolism and thrombosis of left axillary vein,NONE
I82A19,Acute embolism and thrombosis of unspecified axillary vein,NONE
I82A23,"Chronic embolism and thrombosis of axillary vein, bilateral",NONE
I82B11,Acute embolism and thrombosis of right subclavian vein,NONE
I82B12,Acute embolism and thrombosis of left subclavian vein,NONE
I82A29,Chronic embolism and thrombosis of unspecified axillary vein,NONE
I82B13,"Acute embolism and thrombosis of subclavian vein, bilateral",NONE
I82B21,Chronic embolism and thrombosis of right subclavian vein,NONE
I82B22,Chronic embolism and thrombosis of left subclavian vein,NONE
I82B19,Acute embolism and thrombosis of unspecified subclavian vein,NONE
I82B23,"Chronic embolism and thrombosis of subclavian vein, bilateral",NONE
I82C11,Acute embolism and thrombosis of right internal jugular vein,NONE
I82C12,Acute embolism and thrombosis of left internal jugular vein,NONE
I82B29,Chronic embolism and thrombosis of unspecified subclavian vein,NONE
I82C13,"Acute embolism and thrombosis of internal jugular vein, bilateral",NONE
I82C21,Chronic embolism and thrombosis of right internal jugular vein,NONE
I82C22,Chronic embolism and thrombosis of left internal jugular vein,NONE
I82890,Acute embolism and thrombosis of other specified veins,NONE
I82C19,Acute embolism and thrombosis of unspecified internal jugular vein,NONE
I82C23,"Chronic embolism and thrombosis of internal jugular vein, bilateral",NONE
I82C29,Chronic embolism and thrombosis of unspecified internal jugular vein,NONE
I82811,Embolism and thrombosis of superficial veins of right lower extremities,NONE
I82812,Embolism and thrombosis of superficial veins of left lower extremities,NONE
I82813,"Embolism and thrombosis of superficial veins of lower extremities, bilateral",NONE
I82819,Embolism and thrombosis of superficial veins of unspecified lower extremities,NONE
I82891,Chronic embolism and thrombosis of other specified veins,NONE
I83001,Varicose veins of unspecified lower extremity with ulcer of thigh,NONE
I83002,Varicose veins of unspecified lower extremity with ulcer of calf,NONE
I83003,Varicose veins of unspecified lower extremity with ulcer of ankle,NONE
I83011,Varicose veins of right lower extremity with ulcer of thigh,NONE
I83012,Varicose veins of right lower extremity with ulcer of calf,NONE
I83013,Varicose veins of right lower extremity with ulcer of ankle,NONE
I83021,Varicose veins of left lower extremity with ulcer of thigh,NONE
I83022,Varicose veins of left lower extremity with ulcer of calf,NONE
I83023,Varicose veins of left lower extremity with ulcer of ankle,NONE
I83004,Varicose veins of unspecified lower extremity with ulcer of heel and midfoot,NONE
I83008,Varicose veins of unspecified lower extremity with ulcer other part of lower leg,NONE
I83005,Varicose veins of unspecified lower extremity with ulcer other part of foot,NONE
I83009,Varicose veins of unspecified lower extremity with ulcer of unspecified site,NONE
I83014,Varicose veins of right lower extremity with ulcer of heel and midfoot,NONE
I83018,Varicose veins of right lower extremity with ulcer other part of lower leg,NONE
I83015,Varicose veins of right lower extremity with ulcer other part of foot,NONE
I83019,Varicose veins of right lower extremity with ulcer of unspecified site,NONE
I83024,Varicose veins of left lower extremity with ulcer of heel and midfoot,NONE
I83028,Varicose veins of left lower extremity with ulcer other part of lower leg,NONE
I83201,Varicose veins of unspecified lower extremity with both ulcer of thigh and inflammation,HEART_ATTACK
I83202,Varicose veins of unspecified lower extremity with both ulcer of calf and inflammation,NONE
I83025,Varicose veins of left lower extremity with ulcer other part of foot,BACTERIAL_MENINGITIS
I83029,Varicose veins of left lower extremity with ulcer of unspecified site,NONE
I8310,Varicose veins of unspecified lower extremity with inflammation,NONE
I8311,Varicose veins of right lower extremity with inflammation,NONE
I8312,Varicose veins of left lower extremity with inflammation,NONE
I8290,Acute embolism and thrombosis of unspecified vein,NONE
I8291,Chronic embolism and thrombosis of unspecified vein,NONE
I83203,Varicose veins of unspecified lower extremity with both ulcer of ankle and inflammation,NONE
I83204,Varicose veins of unspecified lower extremity with both ulcer of heel and midfoot and,NONE
I83205,Varicose veins of unspecified lower extremity with both ulcer other part of foot and,NONE
I83209,Varicose veins of unspecified lower extremity with both ulcer of unspecified site and,NONE
I83211,Varicose veins of right lower extremity with both ulcer of thigh and inflammation,NONE
I83212,Varicose veins of right lower extremity with both ulcer of calf and inflammation,NONE
I83213,Varicose veins of right lower extremity with both ulcer of ankle and inflammation,NONE
I83221,Varicose veins of left lower extremity with both ulcer of thigh and inflammation,NONE
I83222,Varicose veins of left lower extremity with both ulcer of calf and inflammation,NONE
I83223,Varicose veins of left lower extremity with both ulcer of ankle and inflammation,NONE
I83811,Varicose veins of right lower extremities with pain,NONE
I83812,Varicose veins of left lower extremities with pain,NONE
I83813,Varicose veins of bilateral lower extremities with pain,NONE
I83819,Varicose veins of unspecified lower extremities with pain,NONE
I83891,Varicose veins of right lower extremities with other complications,NONE
I83892,Varicose veins of left lower extremities with other complications,NONE
I83208,Varicose veins of unspecified lower extremity with both ulcer of other part of lower extremity,NONE
I83214,Varicose veins of right lower extremity with both ulcer of heel and midfoot and inflammation,NONE
I83215,Varicose veins of right lower extremity with both ulcer other part of foot and inflammation,NONE
I83218,Varicose veins of right lower extremity with both ulcer of other part of lower extremity and,NONE
I83219,Varicose veins of right lower extremity with both ulcer of unspecified site and inflammation,NONE
I83224,Varicose veins of left lower extremity with both ulcer of heel and midfoot and inflammation,NONE
I83225,Varicose veins of left lower extremity with both ulcer other part of foot and inflammation,NONE
I83228,Varicose veins of left lower extremity with both ulcer of other part of lower extremity and,NONE
I83229,Varicose veins of left lower extremity with both ulcer of unspecified site and inflammation,BACTERIAL_MENINGITIS
I83893,Varicose veins of bilateral lower extremities with other complications,NONE
I8390,Asymptomatic varicose veins of unspecified lower extremity,NONE
I8393,Asymptomatic varicose veins of bilateral lower extremities,NONE
I8391,Asymptomatic varicose veins of right lower extremity,NONE
I8392,Asymptomatic varicose veins of left lower extremity,NONE
I8510,Secondary esophageal varices without bleeding,NONE
I8511,Secondary esophageal varices with bleeding,FULMINANT_HEPATITIS
I8500,Esophageal varices without bleeding,NONE
I868,Varicose veins of other specified sites,NONE
I8501,Esophageal varices with bleeding,NONE
I860,Sublingual varices,NONE
I861,Scrotal varices,NONE
I862,Pelvic varices,NONE
I863,Vulval varices,NONE
I864,Gastric varices,NONE
I83899,Varicose veins of unspecified lower extremities with other complications,NONE
I87001,Postthrombotic syndrome without complications of right lower extremity,NONE
I87002,Postthrombotic syndrome without complications of left lower extremity,NONE
I87003,Postthrombotic syndrome without complications of bilateral lower extremity,NONE
I87009,Postthrombotic syndrome without complications of unspecified extremity,NONE
I87011,Postthrombotic syndrome with ulcer of right lower extremity,NONE
I87012,Postthrombotic syndrome with ulcer of left lower extremity,STROKE
I87013,Postthrombotic syndrome with ulcer of bilateral lower extremity,NONE
I87019,Postthrombotic syndrome with ulcer of unspecified lower extremity,NONE
I87021,Postthrombotic syndrome with inflammation of right lower extremity,HEART_ATTACK
I87022,Postthrombotic syndrome with inflammation of left lower extremity,NONE
I87023,Postthrombotic syndrome with inflammation of bilateral lower extremity,NONE
I87029,Postthrombotic syndrome with inflammation of unspecified lower extremity,NONE
I87031,Postthrombotic syndrome with ulcer and inflammation of right lower extremity,NONE
I87032,Postthrombotic syndrome with ulcer and inflammation of left lower extremity,NONE
I87091,Postthrombotic syndrome with other complications of right lower extremity,NONE
I87092,Postthrombotic syndrome with other complications of left lower extremity,NONE
I871,Compression of vein,NONE
I872,Venous insufficiency (chronic) (peripheral),NONE
I87093,Postthrombotic syndrome with other complications of bilateral lower extremity,NONE
I87099,Postthrombotic syndrome with other complications of unspecified lower extremity,NONE
I87301,Chronic venous hypertension (idiopathic) without complications of right lower extremity,NONE
I87302,Chronic venous hypertension (idiopathic) without complications of left lower extremity,NONE
I87311,Chronic venous hypertension (idiopathic) with ulcer of right lower extremity,NONE
I87312,Chronic venous hypertension (idiopathic) with ulcer of left lower extremity,NONE
I87313,Chronic venous hypertension (idiopathic) with ulcer of bilateral lower extremity,NONE
I87319,Chronic venous hypertension (idiopathic) with ulcer of unspecified lower extremity,NONE
I87321,Chronic venous hypertension (idiopathic) with inflammation of right lower extremity,NONE
I87322,Chronic venous hypertension (idiopathic) with inflammation of left lower extremity,NONE
I87323,Chronic venous hypertension (idiopathic) with inflammation of bilateral lower extremity,NONE
I87329,Chronic venous hypertension (idiopathic) with inflammation of unspecified lower extremity,NONE
I87331,Chronic venous hypertension (idiopathic) with ulcer and inflammation of right lower extremity,NONE
I87332,Chronic venous hypertension (idiopathic) with ulcer and inflammation of left lower extremity,NONE
I87333,Chronic venous hypertension (idiopathic) with ulcer and inflammation of bilateral lower,NONE
I87339,Chronic venous hypertension (idiopathic) with ulcer and inflammation of unspecified lower,NONE
I87391,Chronic venous hypertension (idiopathic) with other complications of right lower extremity,NONE
I87392,Chronic venous hypertension (idiopathic) with other complications of left lower extremity,NONE
I87303,Chronic venous hypertension (idiopathic) without complications of bilateral lower extremity,NONE
I87309,Chronic venous hypertension (idiopathic) without complications of unspecified lower extremity,NONE
I87033,Postthrombotic syndrome with ulcer and inflammation of bilateral lower extremity,NONE
I87039,Postthrombotic syndrome with ulcer and inflammation of unspecified lower extremity,HEART_ATTACK
I87393,Chronic venous hypertension (idiopathic) with other complications of bilateral lower extremity,NONE
I87399,Chronic venous hypertension (idiopathic) with other complications of unspecified lower,NONE
I898,Other specified noninfective disorders of lymphatic vessels and lymph nodes,NONE
I899,"Noninfective disorder of lymphatic vessels and lymph nodes, unspecified",NONE
I97110,Postprocedural cardiac insufficiency following cardiac surgery,NONE
I97111,Postprocedural cardiac insufficiency following other surgery,CORONARY_ARTERY_BYPASS_SURGERY
I97120,Postprocedural cardiac arrest following cardiac surgery,HEART_ATTACK
I97121,Postprocedural cardiac arrest following other surgery,NONE
I97130,Postprocedural heart failure following cardiac surgery,NONE
I97131,Postprocedural heart failure following other surgery,HEART_ATTACK
I97190,Other postprocedural cardiac functional disturbances following cardiac surgery,NONE
I878,Other specified disorders of veins,NONE
I888,Other nonspecific lymphadenitis,NONE
I891,Lymphangitis,NONE
I950,Idiopathic hypotension,NONE
I951,Orthostatic hypotension,NONE
I952,Hypotension due to drugs,NONE
I953,Hypotension of hemodialysis,KIDNEY_FAILURE
I9581,Postprocedural hypotension,NONE
I959,"Hypotension, unspecified",NONE
I970,Postcardiotomy syndrome,CORONARY_ARTERY_BYPASS_SURGERY
I96,"Gangrene, not elsewhere classified",NONE
I9589,Other hypotension,NONE
I880,Nonspecific mesenteric lymphadenitis,NONE
I889,"Nonspecific lymphadenitis, unspecified",NONE
I890,"Lymphedema, not elsewhere classified",NONE
I881,"Chronic lymphadenitis, except mesenteric",NONE
I879,"Disorder of vein, unspecified",NONE
I97191,Other postprocedural cardiac functional disturbances following other surgery,NONE
I97410,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure,NONE
I97411,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure,SURGERY_TO_THE_AORTA
I97418,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure,NONE
I9742,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure,NONE
I9751,Accidental puncture and laceration of a circulatory system organ or structure during a circulatory,NONE
